ஃபார்ம் faarm
ஃபார்ம் farm
ஃபார்ம் form
ஃபார்ம்	hpaarm
பிந்து	bindhu
பிந்து	pinthu
பின்புற	pinbura
பின்புற	pinpura
பின்புறமாக	pinburamaaka
பின்புறமாக	pinpuramaaga
பின்புறமாக	pinpuramaaka
பின்வாங்கினார்	binvaanginaar
பின்வாங்கினார்	binvaangkinaar
பின்வாங்கினார்	pinvaanginaar
பின்வாங்கினார்	pinvaangkinaar
பியார்	pigmees
பியார்	pigmies
பியார்	pygmees
பியார்	pygmies
பியார்	pygmiis
பியார்	pyjmees
பியார்	pyjmies
பிரசார	pirachaara
பிரசார	pirasaara
பிரசார	prachaara
பிரசாரம்	pirachaaram
பிரசாரம்	pirasaaram
பிரசாரம்	prachaaram
பிரசுரங்கள்	pirachurankal
பிரசுரங்கள்	pirasurangal
பிரசுரங்கள்	pirasurangkal
பிரசுரங்கள்	prachurankal
பிரசுரங்கள்	prasurankal
பிரசுரம்	pirachuram
பிரசுரம்	pirasuram
பிரசுரம்	prachuram
பிரசுரம்	prasuram
பிரதானப்	piradhaanap
பிரதானப்	pirathaanap
பிரதானமாக	piradhaanamaaga
பிரதானமாக	pirathaanamaaka
பிரதானமான	piradhaanamaana
பிரதானமான	pirathaanamaana
பிரத்யேகமாக	piraththiyaekamaaka
பிரத்யேகமாக	pirathyaekamaaka
பிரத்யேகமாக	pirathyeagamaaga
பிரத்யேகமான	piraththiyaekamaana
பிரத்யேகமான	pirathyaekamaana
பிரத்யேகமான	pirathyeagaamana
பிரபு	cankar
பிரபு	pirapu
பிரபு	prabhoo
பிரபு	prabhu
பிரபு	prabhuu
பிரபு	prabu
பிரபு	prabuu
பிரபு	sangkar
பிரபு	sankar
பிரபு	shankar
பிரபுக்கள்	pirabhukkal
பிரபுக்கள்	pirabukkal
பிரபுக்கள்	prabukkal
பிரபுவின்	pirabhuvin
பிரபுவின்	pirabuvin
பிரபுவின்	prabhuvin
பிரபுவின்	prabuvin
பிரபுவின்	probuvin
பிரம்ம	bhramma
பிரம்ம	biramma
பிரம்ம	brahma
பிரம்ம	brahmma
பிரம்ம	bramma
பிரம்ம	piramma
பிரம்மத்தை	brammaththai
பிரம்மத்தை	pirammaththai
பிரம்மனை	brammanai
பிரம்மனை	pirammanai
பிரம்மம்	brammam
பிரம்மம்	pirammam
பிரம்மம்	pirammum
பிரவீன்	piraveen
பிரவீன்	praveen
பிரவேச	piravaecha
பிரவேச	piravaesa
பிரவேச	piravesa
பிரவேச	pravaesa
பிராமணர்களும்	braamanargalum
பிராமணர்களும்	braamanarkalum
பிராமணர்களும்	piraamanarkalum
பிராமணர்களும்	praamanarkalum
பிரித்த	piritha
பிரித்த	piriththa
பிரித்த	priththa
பிரித்தனர்	pirithanar
பிரித்தனர்	piriththanar
பிரித்தனர்	priththanar
பிரித்தார்	pirithaar
பிரித்தார்	piriththaar
பிரித்தார்	priththaar
பிரிவினரே	pirivinarae
பிரிவினரே	privinarae
பிரேமா	piraemaa
பிரேமா	praemaa
பிரேமா	prema
பிரேமா	premaa
பிரேம்	piraem
பிரேம்	pireem
பிரேம்	praem
பிரேம்	praim
பிரேம்	preeim
பிரேம்	preem
பிரேம்	preemm
பிரேம்	preim
பிரேம்	prem
பிரேம்	premm
பிற	talankalil
பிற	thalanagalil
பிற	thalangalil
பிற	thalangkalil
பிறந்ததாக	pirandhadhaaga
பிறந்ததாக	piranthathaaka
பிறந்ததால்	pirandhadhaal
பிறந்ததால்	piranthathaal
பிறந்தது	pirandhadhu
பிறந்தது	piranthathu
பிறந்தன	pirandhana
பிறந்தன	piranthana
பிறந்தனர்	pirandhanar
பிறந்தனர்	piranthanar
பிறந்தபோது	pirandhapoadhu
பிறந்தபோது	piranthapoathu
பிறந்தபோது	piranthapoothu
பிறந்தவுடன்	piranthavudan
பிறந்தவுடன்	piranthavutan
பிறந்தவை	piranthavai
பிறந்து	vittaal
பிறந்து	vittal
பிறந்துள்ளது	piranthirullathu
பிறந்துள்ளது	piranthullathu
பிறப்பை	pirappai
பிறருக்கு	pirarukku
பிறரோடு	piraroadu
பிறரோடு	piraroatu
பிறரோடு	piraroodu
பிற்கால	pirkaala
பிற்காலங்களில்	pirkaalangalil
பிற்காலங்களில்	pirkaalanggalil
பிற்காலங்களில்	pirkaalangkalil
பிற்காலத்து	pirgaalaththu
பிற்காலத்து	pirkaalaththu
பிலே	pele
பிலே	pilae
பிளாக்பெர்ரி	blackberry
பிளாக்பெர்ரி	pilaakperri
பிளாக்பெர்ரி	pilaalperri
பிளாக்பெர்ரி	plackperry
பிளாண்ட்	pilaanet
பிளாண்ட்	pilaant
பிளாண்ட்	plaant
பிளாண்ட்	planet
பிளாண்ட்	plant
பிழை	pilai
பிழை	pizhai
பிழைகளை	pilaikalai
பிழைகளை	pizhaigalai
பிழைகள்	pilaikal
பிழைகள்	pizhaigal
பிழையாக	pilaiyaaka
பிழையாக	pizhaiyaaga
பீ	be
பீ	bea
பீ	bee
பீ	bii
பீ	pee
பீ	pii
பீட்டி	beatti
பீட்டி	beatty
பீட்டி	beaty
பீட்டி	beetty
பீட்டி	betty
பீட்டி	piiddi
பீட்டில்ஸ்	beatlej
பீட்டில்ஸ்	beatles
பீட்டில்ஸ்	beatless
பீட்டில்ஸ்	beatlez
பீட்டில்ஸ்	beetles
பீட்டில்ஸ்	beetless
பீட்டில்ஸ்	beetlez
பீட்டில்ஸ்	betles
பீட்டில்ஸ்	betless
பீட்டில்ஸ்	betlez
பீட்டில்ஸ்	biitles
பீபி	beepi
பீபி	peepe
பீபி	peepi
பீரிஸ்	beeris
பீரிஸ்	peeris
புகழ்பெற்ற	pugalpetrtra
புகழ்பெற்ற	pukalpetrtra
புகழ்பெற்ற	pukalpettravai
புகழ்பெற்ற	pukazhpetra
புகழ்பெற்ற	pukazhpettravai
புகழ்பெற்றவை	pugalpetrtravai
புகழ்பெற்றவை	pukalpetrtravai
புகழ்பெற்றவை	pukalpettravai
புகழ்பெற்றவை	pukazhpetravai
புகழ்பெற்றவை	pukazhpettravai
புகழ்பெற்றார்	pugalpetrtraar
புகழ்பெற்றார்	pukalpetrtraar
புகழ்பெற்றார்	pukalpettraar
புகழ்பெற்றார்	pukazhpetraar
புகழ்பெற்றார்	pukazhpettraar
புகாரில்	pugaaril
புகாரில்	pukaaril
புதுசு	pudhusu
புதுசு	puthusu
புதுச்சேரி	puduchcheari
புதுச்சேரி	puthuchchaeri
புதுச்சேரி	puthucheri
புதுச்சேரியில்	puduchcheariyil
புதுச்சேரியில்	puthuchchaeriyil
புதுச்சேரியில்	puthucheri
புதுச்சேரியை	pudhuchcheariyai
புதுச்சேரியை	puthuchchaeriyai
புதுச்சேரியை	puthucheri
புதுமை	pudhumai
புதுமை	puthumai
புதுமைகளை	pudhumaigalai
புதுமைகளை	pudhumaikalai
புதுமைகளை	puthumaigalai
புதுமைகளை	puthumaikalai
புதுமைகள்	pudhumaigal
புதுமைகள்	pudhumaikal
புதுமைகள்	puthumaigal
புதுமைகள்	puthumaikal
புதுவையில்	pudhuvaiyil
புதுவையில்	puthuvaiyil
புதுவையை	pudhuvaiyai
புதுவையை	puthuvaiyai
புதைத்து	pudhaiththu
புதைத்து	puthaiththu
புத்தரின்	buddharin
புத்தரின்	budhdharin
புத்தரின்	buththarin
புத்தாண்டுப்	puththaandup
புனிதர்	punidhar
புனிதர்	punithar
புனிதர்கள்	punidhargal
புனிதர்கள்	punitharkal
புனைந்து	punaindhu
புரட்சிகர	puratchigara
புரட்சிகர	puratchikara
புரிகின்றன	purigindrana
புரிகின்றன	puriginrana
புரிகின்றன	purikindrana
புரிகின்றனர்	puriginaranar
புரிகின்றனர்	purigindranar
புரிகின்றனர்	purikindranar
புரிதல்	puridhal
புரிதல்	purithal
புரிந்தும்	purindhum
புரிந்தும்	purinthum
புரிவது	purivadhu
புரிவது	purivathu
புறா	puraa
புறாக்கள்	puraakkal
புறாவின்	puraavin
புற்று	noayaaga
புற்று	noayaaka
புற்று	noyaka
புலம்பி	pulambi
புலம்பி	pulampi
புலம்பெயர்ந்து	pulampeyarnthu
புலவர்	pulavar
புலவர்களை	pulavargalai
புலவர்களை	pulavarkalai
புலவர்கள்	pulavargal
புலவர்கள்	pulavarkal
புவி	eerppu
புவி	irppu
புவியீர்ப்பு	puviyeerppu
புவியை	puviyai
பூங்குழலி	poongulali
பூங்குழலி	poonguzhali
பூங்குழலி	puungkulalil
பூச்சு	poochchu
பூச்சு	puuchchu
பூச்சுகள்	poochchugal
பூச்சுகள்	poochchukal
பூச்சுகள்	puuchchugal
பூச்சுகள்	puuchchukal
பூடான்	bhutan
பூடான்	poodaan
பூடான்	pootaan
பூடான்	puudaan
பூடான்	puutaan
பூட்	boaut
பூட்	boauut
பூட்	boot
பூட்	but
பூட்	puud
பூநகரியில்	poonagariyil
பூநகரியில்	poonakariyil
பூநகரியில்	puunagariyil
பூநகரியில்	puunakariyil
பூனா	poona
பூனா	poonaa
பூனா	puna
பூனா	punaa
பூனா	pune
பூனா	puuna
பூனா	puunaa
பூனை	poonai
பூனை	puunai
பூனையின்	poonaiyin
பெக்கி	becki
பெக்கி	becky
பெக்கி	becqy
பெக்கி	paekki
பெக்கி	peggi
பெக்கி	peggy
பெண்ணுக்கும்	pennukkum
பெயரால்	peyaraal
பெயரினை	peyarinai
பெயரின்	peyarin
பெயரிலும்	peyarilum
பெயரோ	peyaro
பெயரோ	peyaroa
பெயரோ	peyaroo
பெரியதாக	periyadhaaga
பெரியதாக	periyathaaka
பெரியதாகவும்	periyadhaagavum
பெரியதாகவும்	periyathaakavum
பெரியது	periyadhu
பெரியது	periyathu
பெரியதும்	periyadhum
பெரியதும்	periyathum
பெரியர்	periyar
பெரியவராக	periyavaraaga
பெரியவராக	periyavaraaka
பெரியாரின்	periyaarin
பெரியாரின்	periyarin
பெரியாருக்கு	periyaarukku
பெரியாருக்கு	periyarukku
பெருகியது	perugiyathu
பெருகியது	perukiyathu
பெறுதல்	peruthal
பெறுவதற்காக	peruvathargaaga
பெறுவதற்காக	peruvatharkaaga
பெறுவதற்காக	peruvatharkaaka
பெறுவதற்காகவும்	peruvatharkaagavum
பெறுவதற்காகவும்	peruvatharkaakavum
பெற்றுத்தந்தது	petrtruththanththathu
பெற்றுத்தந்தது	pettruththandhadhu
பெற்றுத்தந்தது	pettruththanththathu
பெளர்ணமி	baurnami
பெளர்ணமி	paurnami
பெளர்ணமி	pournami
பெளர்ணமி	powrnami
பேக்	pack
பேக்	pacq
பேக்	paeek
பேக்	paek
பேக்	paeq
பேக்	paik
பேக்	paiq
பேக்	pak
பேக்	paq
பேக்	peek
பேக்	pek
பேசுபவர்கள்	paechupavarkal
பேசுபவர்கள்	paesubavargal
பேசுபவர்கள்	pesupavarkal
பேத்தி	paeththi
பேத்தி	peaththi
பேத்தி	peththi
பேராசிரியரும்	bearaasiriyarum
பேராசிரியரும்	paeraasiriyarum
பேராசிரியரும்	pearaasiriyarum
பை	baee
பை	bai
பை	baii
பை	bie
பை	biee
பை	bye
பை	byee
பை	byii
பை	paai
பை	paaii
பை	pae
பை	pai
பை	paii
பை	pie
பை	piie
பைகளில்	paigalil
பைகளில்	paikalil
பைகள்	paigal
பைகள்	paikal
பைதான்	paitan
பைதான்	paithon
பைதான்	paithonn
பைதான்	paython
பைதான்	pethonn
பைதான்	pithon
பைதான்	pithonn
பைதான்	python
பைதான்	pythonn
பைபிள்	baibil
பைபிள்	bible
பைபிள்	paipil
பையனை	paiyanai
பையின்	paiyin
பையில்	paiyil
பொங்கு	pongku
பொங்கு	pongu
பொங்கும்	pongkum
பொங்கும்	pongum
பொட்டு	pottu
பொதுமை	podhumai
பொதுமை	pothumai
பொன்னையும்	ponnaiyum
பொரித்து	poriththu
பொருத்தப்பட்டன	poruththappattana
பொருத்தப்பட்டிருக்கும்	poruththappattirukkum
பொருந்த	porundha
பொருந்த	porundhdha
பொருந்த	poruntha
பொருந்தவில்லை	porundhavillai
பொருந்தவில்லை	porundhdhavillai
பொருந்தவில்லை	porunthavillai
பொருளாக	porulaaga
பொருளாக	porulaaka
பொருளாகவும்	porulaagavum
பொருளாகவும்	porulaakavum
பொருளாகும்	porulaagaum
பொருளாகும்	porulaakum
பொறாமை	poraamai
பொறாமையின்	poraamaiyin
பொறிமுறை	porimurai
பொறுத்தது	poruththadhu
பொறுத்தது	poruththathu
பொறுப்பேற்ற	poruppaettra
பொறுப்பேற்ற	poruppeattra
பொறுப்பேற்ற	poruppetra
பொறுப்பேற்றது	porupeattradhu
பொறுப்பேற்றது	poruppaettrathu
பொறுப்பேற்றது	poruppetrathu
பொறுப்பேற்று	poruppaettru
பொறுப்பேற்று	poruppetru
பொறுப்பேற்று	poruppettru
பொலனறுவை	polanaruvai
பொலனறுவை	poolanaruvai
பொழுதுபோக்காக	poluthupokkaaka
பொழுதுபோக்காக	poluthupookkaaka
பொழுதுபோக்காக	pozhudhupoakkaaga
பொழுதுபோக்கு	poluthupokku
பொழுதுபோக்கு	poluthupookku
பொழுதுபோக்கு	pozhudupoakku
பொழுதும்	poluthum
பொழுதும்	pozhudhum
போக	poaga
போக	poga
போகப்	poagap
போகப்	pogap
போகி	bhogi
போகி	boagi
போகி	bogei
போகி	bogey
போகி	bogi
போகி	bogie
போகி	boogey
போகி	boogie
போகி	poagi
போகி	pooki
போகிறேன்	poagiraen
போகிறேன்	poagirean
போகும்போது	poagumboadhu
போகும்போது	poagumpoathu
போக்குவரத்தில்	poakkuvaraththil
போக்குவரத்தை	poakkuvaraththai
போட்	boat
போட்	poat
போட்டி	poatti
போட்டிகளை	poattigalai
போட்டிக்	poattik
போட்டிக்காக	poattikkaaga
போட்டிக்கான	poattikkaana
போட்டியான	poattiyaana
போட்டியானது	poattiyaanathu
போட்டியானது	poattiyaandahu
போட்டியாளர்	poatiyaalar
போட்டியாளர்	poattiyaalar
போட்டியாளர்கள்	poattiyaalargal
போட்டியாளர்கள்	poattiyaalarkal
போட்டியின்	poattiyin
போட்டியிலும்	poattiyilum
போட்டியில்	poattiyil
போட்டில்	boatil
போட்டில்	boattil
போட்டில்	poattil
போன்ற	poandra
போன்ற	poanra
போன்ற	poantra
போயினர்	poayinar
போயினர்	poyinar
போரான்	bauron
போரான்	bauroon
போரான்	bauuron
போரான்	boaraan
போரான்	booraun
போரான்	booroon
போரான்	boraun
போரான்	borauun
போரான்	boron
போரான்	poaraan
போரான்	pooran
போர்த்துக்கேயர்	poarththukkaeyar
போர்த்துக்கேயர்	poarththukkeyar
போர்த்துக்கேயர்	porththukkeyar
போர்த்துக்கேயர்	portugaeyar
போல	poala
போல	pola
போலத்	poalath
போலத்	polath
போலவும்	poalavum
போலவும்	polavum
போலவோ	poalavoa
போலவோ	polavo
போலா	bola
போலா	bolaa
போலா	bolla
போலா	boola
போலா	boolaa
போலா	boolla
போலா	bula
போலா	poola
போவது	poavathu
போவது	povathu
போவதும்	poavathum
போவதும்	povathum
ப்ரோ	bro
ப்ரோ	broa
ப்ரோ	fro
ப்ரோ	pro
ப்ரோ	proa
மகத	magadha
மகத	magatha
மகத	makadha
மகத	makatha
மகளைத்	magalaith
மகளைத்	makalaith
மகளைத்	makalath
மகா	magaa
மகா	magha
மகா	maghaa
மகா	majha
மகா	majhaa
மகா	maka
மகா	makaa
மகாதேவி	magaadaevi
மகாதேவி	magaadevi
மகாதேவி	magaadhaevi
மகாதேவி	magaathaeve
மகாதேவி	mahadevi
மகாதேவி	makaadaevi
மகாதேவி	makaadhaevi
மகாதேவி	makaathaevi
மகாயான	mahaaiana
மகாயான	mahaayana
மகாயான	mahaiaana
மகாயான	mahaiana
மகாயான	mahaianaa
மகாயான	mahayaana
மகாயான	mahayana
மகாயான	mahayanaa
மகாயான	makayan
மகாலட்சுமி	magaalatchumi
மகாலட்சுமி	mahaalaksmi
மகாலட்சுமி	mahalatchumi
மகாலட்சுமி	makaalatchumi
மகாவீரர்	magaaveerar
மகாவீரர்	mahaveer
மகாவீரர்	mahaveerar
மகாவீரர்	makaaveerar
மகாவீர்	magaaveer
மகாவீர்	mahaveer
மகாவீர்	makaaveer
மகிழுந்து	magilnthu
மகிழுந்து	magizhunthu
மகிழுந்து	makilnthu
மகிழுந்து	makizhunthu
மகிழ்ச்சி	magilchchi
மகிழ்ச்சி	magizhchchi
மகிழ்ச்சி	makilchchi
மகிழ்ச்சி	makizhchchi
மகிழ்ச்சியாக	magilchchiyaaga
மகிழ்ச்சியாக	makilchchiyaaka
மகிழ்ச்சியாக	makizhchchiyaaka
மகிழ்ச்சியான	magilchchiyaana
மகிழ்ச்சியான	makilchchiyaana
மகிழ்ச்சியான	makizhchchiyaana
மகிழ்ச்சியில்	magilchchiyil
மகிழ்ச்சியில்	makilchchiyil
மகிழ்ச்சியில்	makizhchchiyil
மகிழ்ச்சியுடன்	magilchchiyutan
மகிழ்ச்சியுடன்	makilchchiyudan
மகிழ்ச்சியுடன்	makizhchchiyudan
மகிழ்ச்சியும்	magilchchiyum
மகிழ்ச்சியும்	makilchchiyum
மகிழ்ச்சியும்	makizhchchiyum
மகேசன்	mahesan
மகேசன்	makaechan
மகேசன்	makaesan
மகேஷ்	maahees
மகேஷ்	maahes
மகேஷ்	maahesh
மகேஷ்	mahees
மகேஷ்	maheesh
மகேஷ்	mahes
மகேஷ்	mahesh
மகேஷ்	maheshh
மகேஷ்	makaesh
மகேஷ்	makeesh
மசூதிக்கு	machuuthikku
மசூதிக்கு	masoothikku
மசூதிக்கு	masuthikku
மசூதிக்கு	masuuthikku
மசூதியின்	machuuthiyin
மசூதியின்	masoothiyin
மசூதியின்	masuthiyin
மசூதியின்	masuuthiyin
மசூதியை	machuuthiyai
மசூதியை	masoothiyai
மசூதியை	masuthiyai
மசூதியை	masuuthiyai
மஞ்சுளா	manjula
மஞ்சுளா	manjulaa
மணமாகாத	manamaagaatha
மணமாகாத	manamaakaatha
மணிநேரமும்	maninaeramum
மணிநேரமும்	manineramum
மணியம்	maniyam
மண்டல்	mandaal
மண்டல்	mandal
மதிப்பாக	mathippaaga
மதிப்பாக	mathippaaka
மதிப்பீட்டை	mathippeettai
மத்திய	madhdhiya
மத்திய	maththiya
மத்தியதரைக்	madhdhiyatharaik
மத்தியதரைக்	maththiyatharaik
மத்தியப்	pirateca
மத்தியப்	piratecam
மத்தியப்	pirathaesa
மத்தியப்	pirathaesam
மத்தியப்	piratheasa
மத்தியப்	pradhaesa
மத்தியப்	pradhaesam
மந்த	mandha
மந்த	mantha
மந்தமான	mandhamaana
மந்தமான	manthamaana
மந்தம்	mandham
மந்தம்	mantham
மனிதரை	manitharai
மனை	manai
மனைகள்	manaigal
மனைகள்	manaikal
மனைக்கு	manaikku
மரக்கட்டைகள்	marakkattaigal
மரக்கட்டைகள்	marakkattaikal
மரபினர்	marabinar
மரவள்ளிக்	maravallik
மரவள்ளிக்	maravallilk
மருத்துவமனை	maruththuvamanai
மருத்துவமனைகளில்	maruththuvamanaigalil
மருத்துவமனைகளில்	maruththuvamanaikalil
மருத்துவமனைகளும்	maruththuvamanaigalum
மருத்துவமனைகளும்	maruththuvamanaikalum
மருத்துவமனைகள்	maruththuvamanaigal
மருத்துவமனைகள்	maruththuvamanaikal
மருத்துவமனையை	maruththuvamanaiyai
மருந்தின்	marunthin
மருந்தில்	marunthil
மரை	marai
மரைனர்	marainr
மரைனர்	marinar
மரைனர்	mariner
மரைன்	marain
மரைன்	marine
மறுக்க	marukka
மறுக்கப்பட்டு	marukkappattu
மறுக்கவே	marukkavae
மறுத்து	vittaargal
மறுத்து	vittaarkal
மறுத்து	vittarkal
மற்றவர்களிடம்	matravargalidam
மற்றவர்களிடம்	matrtravarkalidam
மற்றவர்களிடம்	matrtravarkalitam
மற்றவர்களிடம்	mattravarkalidam
மற்றவர்களின்	matravargalin
மற்றவர்களின்	matrtravargalin
மற்றவர்களின்	matrtravarkalin
மற்றவர்களின்	mattravarkalin
மற்றவர்களும்	matravargalum
மற்றவர்களும்	matrtravargalum
மற்றவர்களும்	matrtravarkalum
மற்றவர்களும்	mattravarkalum
மற்றவர்களைத்	matravargalaith
மற்றவர்களைத்	matrtravarkalaith
மற்றவர்களைத்	mattravarkalaith
மற்றவர்களையும்	matravargalaiyum
மற்றவர்களையும்	matrtravargalaiyum
மற்றவர்களையும்	matrtravarkalaiyum
மற்றவர்களையும்	mattravarkalaiyum
மற்றவர்கள்	matravargal
மற்றவர்கள்	matrtravargal
மற்றவர்கள்	matrtravarkal
மற்றவர்கள்	mattravarkal
மலரே	malarae
மலரையும்	malaraiyum
மலர்களில்	malargalil
மலர்களில்	malarkalil
மலர்களைக்	malargalaik
மலர்களைக்	malarkalaik
மலர்களைத்	malargalaith
மலர்களைத்	malarkalaith
மலர்களையும்	malargalaiyum
மலர்களையும்	malarkalaiyum
மலர்மாலை	malarmaalai
மலையடிவார	malaiyadivaara
மலையடிவாரத்தில்	malaiyadivaaraththil
மாடன்	maadan
மாடன்	maatan
மாடன்	modern
மாணிக்க	maanikka
மாணிக்க	manicka
மாணிக்க	manickka
மாணிக்கம்	maanikkam
மாணிக்கம்	manickam
மாதுளை	maadhulai
மாதுளை	maathulai
மாரா	maara
மாரா	mara
மாரா	maraa
மார்பை	maarbai
மார்பை	maarpai
மாறாக	maaraaga
மாறாக	maaraaka
மாற்றமடையும்	maattramadaiyum
மாற்றமடையும்	mattramadaiyum
மாற்றுத்	thiranaaligalukkaana
மாற்றுத்	thiranaalikalukkaana
மாற்றுத்	tiranalikalukkana
மாற்றுப்	maattrup
மாற்றுவதை	maatruvathai
மாற்றுவதை	maattruvadhai
மாற்றுவதை	maattruvathai
மாலி	maali
மாலி	maalii
மாலி	mali
மாலி	malii
மாலிக்	maalik
மாலிக்	malik
மாலிக்	maliq
மாலை	maalai
மாலை	malai
மாலைகள்	maalaigal
மாலைகள்	maalaikal
மாலைப்	poluthil
மாலைப்	polutil
மாலைப்	pozguthil
மாலைப்	pozhuthil
மாலையும்	maalaiyum
மாலையை	maalaiyai
மாளிகைக்கு	maaligaikku
மாளிகைக்கு	maalikaikku
மாளிகையிலிருந்து	maaligaiyilirundhu
மாளிகையிலிருந்து	maalikaiyilirunthu
மாளிகையில்	maaligaiyil
மாளிகையில்	maalikaiyil
மாஸ்கோவின்	maasgoavin
மாஸ்கோவின்	maaskoavin
மாஸ்கோவின்	maaskoovin
மாஸ்கோவின்	moscowin
மிக்கதாகவும்	mikkadhaagavum
மிக்கதாகவும்	mikkathaakavum
மிக்கது	mikkadhu
மிக்கது	mikkathu
மிக்கவன்	mikkavan
மிக்கவராக	mikkavaraaga
மிக்கவராக	mikkavaraaka
மிக்கவர்	mikkavar
மிக்கவர்கள்	mikkavargal
மிக்கவர்கள்	mikkavarkal
மிக்கவை	mikkavai
மிக்கி	mickee
மிக்கி	mickei
மிக்கி	mickey
மிக்கி	micki
மிக்கி	mickii
மிக்கி	mickiy
மிக்கி	micky
மிக்கி	micqee
மிக்கி	micqey
மிக்கி	micqii
மிக்கி	micqiy
மிக்கி	micqy
மிக்கி	mikei
மிக்கி	mikey
மிக்கி	mikii
மிக்கி	mikki
மிக்கி	miqey
மிக்கி	miqii
மித்திரன்	miththiran
மிஷன்	mesion
மிஷன்	mishan
மிஷன்	mision
மிஷன்	misionn
மிஷன்	mission
மீனவர்	meenavar
மீனவர்களுக்கு	meenavargalukku
மீனவர்களுக்கு	meenavarkalukku
மீனவர்களுக்கு	meenvarkalukku
மீன்	pidikka
மீன்	pitikka
மீன்களின்	meengalin
மீன்களின்	meenkalin
மீன்களுக்கு	meengalukku
மீன்களுக்கு	meenkalukku
மீன்களையும்	meengalaiyum
மீன்களையும்	meenkalaiyum
மீன்களையும்	meenkalayum
முகத்துவாரத்தில்	mugaththuvaaraththil
முகத்துவாரத்தில்	mukaththuvaaraththil
முகத்துவாரம்	mugaththuvaaram
முகத்துவாரம்	mukaththuvaaram
முகமாக	mugamaaga
முகமாக	mugamaaka
முகமாக	mukamaaka
முகமாகவும்	mugamaagavum
முகமாகவும்	mugamaakavum
முகமாகவும்	mukamaakavum
முகம்மது	makammathu
முகம்மது	mohammedhu
முகம்மது	mugammathu
முகம்மது	muhammad
முகம்மது	mukammathu
முகைதீன்	mugaitheen
முகைதீன்	muhaideen
முகைதீன்	muhaitheen
முகைதீன்	mukaitheen
முக்தா	mukthaa
முக்தி	mukkthi
முக்தி	mukthi
முசுலீம்	muchuleem
முசுலீம்	musleem
முசுலீம்	muslim
முசுலீம்	musuleem
முசுலீம்	musulim
முடிந்தது	mudindhdhathu
முடிந்தது	mudindthathu
முடிந்தது	mudinthathu
முடிந்ததும்	mudindhdhathum
முடிந்ததும்	mudindthathum
முடிந்ததும்	mudinthathum
முடிந்தபோது	mudindhdhapoathu
முடிந்தபோது	mudinthapoathu
முடிந்தவுடன்	mudindhdhavudan
முடிந்தவுடன்	mudinthavudan
முடிந்தாலும்	mudindhdhaalum
முடிந்தாலும்	mudinthaalum
முடிந்தால்	mudindhdhaal
முடிந்தால்	mudinthaal
முடிப்பு	mudippu
முடியுடை	mudiyudai
முடிவிற்கு	mudivirku
முடிவிலா	mudivilaa
முடிவில்	mudivil
முதலிய	muthaliya
முதலியன	muthaliyana
முதலியனவும்	muthaliyanavum
முதலியவர்கள்	muthaliyavargal
முதலியவர்கள்	muthaliyavarkal
முதலியோர்	muthaliyoar
முதலியோர்	muthaliyor
முத்த	muththa
முத்தை	muththai
முத்தையா	muthaiya
முத்தையா	muththaiya
முத்தையா	muththaiyaa
முந்தி	mundhi
முந்தி	munthi
முந்தி	munthik
முன்னணிக்கு	munanikku
முன்னணிக்கு	munnanikku
முன்னணியின்	munnaniyin
முன்னணியை	munnaniyai
முன்னுதாரணமாக	munnuthaaranamaaga
முன்னுதாரணமாக	munnuthaaranamaaka
முன்னெடுக்க	munnedukka
முன்னெடுக்க	munnetukka
முன்மாதிரி	munmaadhiri
முன்மாதிரி	munmaathiri
முன்மாதிரி	munmadiri
முன்மாதிரியை	munmaathiriyai
முன்மாதிரியை	munmadiriyai
முன்மாதிரியை	munmathiriyai
முன்வைத்தது	munvaiththathu
முன்வைத்தார்	munvaiththaar
முன்வைத்து	munvaiththu
முன்வைத்துள்ளது	munvaiththullathu
முப்பரிமாண	mupparimaana
மும்முரமாக	mummuramaaga
மும்முரமாக	mummuramaaha
மும்முரமாக	mummuramaaka
முயன்றனர்	muyandranar
முயன்றனர்	muyanranar
முயன்றனர்	muyantranar
முயன்றபோது	muyandrapoathu
முயன்றபோது	muyanrapoathu
முயன்றபோது	muyantrapoathu
முயன்றார்	muyandraar
முயன்றார்	muyanraar
முயன்றார்	muyantraar
முயன்றால்	muyandraal
முயன்றால்	muyanraal
முயன்றால்	muyantraal
முயன்றும்	muyanrum
முயன்றும்	muyantrum
முறைமைகளை	muraimaigalai
முறைமைகளை	muraimaikalai
முறைமைகள்	muraimaigal
முறைமைகள்	muraimaikal
முறைமைக்கு	muraimaikku
முறைமையை	muraimaiyai
முற்பட்டது	murpattathu
முற்பட்டார்	murpattaar
முழங்க	mulangka
முழங்க	muzhangka
முழவு	mulavu
முழவு	muzhavu
முஹம்மத்	mauhamad
முஹம்மத்	mauhammad
முஹம்மத்	mauuhammad
முஹம்மத்	mohamad
முஹம்மத்	mohammad
முஹம்மத்	muhammad
முஹம்மத்	muhammat
முஹம்மத்	muhammath
முஹம்மத்	muhammed
மூக்கு	mookku
மூக்குக்	mookkuk
மூக்கும்	mookkum
மூன்றரை	moondrarai
மூன்றரை	moonrarai
மூன்றாக	moondraaga
மூன்றாக	moonraaga
மூன்றாவதும்	moondraavadhum
மூன்றாவதும்	moondraavathum
மூன்றிலிருந்து	moondrilirundhu
மூன்றிலிருந்து	moondrilirunththu
